Timestamp,Hand,Joint,Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
32143740191,Right,Palm,-0.011547857,-0.12588474,-0.28143585,0.17560607,0.42687038,-0.29019678,0.8381085
32143740191,Right,Wrist,0.013368821,-0.15002789,-0.24944972,0.17560607,0.42687038,-0.29019678,0.8381085
32143740191,Right,ThumbMetacarpal,-0.011969008,-0.14450532,-0.2485197,-0.44261518,-0.38590044,-0.49210864,-0.6433861
32143740191,Right,ThumbProximal,-0.054245204,-0.13595863,-0.26263392,-0.27767634,-0.2153419,-0.55768037,-0.75209355
32143740191,Right,ThumbDistal,-0.07565436,-0.12998003,-0.28801343,-0.31851274,-0.2805615,-0.5472068,-0.72206604
32143740191,Right,ThumbTip,-0.08989733,-0.12711729,-0.3001211,-0.31851274,-0.2805615,-0.5472068,-0.72206604
32143740191,Right,IndexMetacarpal,-0.0046169227,-0.14273423,-0.25580478,0.17744821,0.53958327,-0.34667706,0.74644303
32143740191,Right,IndexProximal,-0.04724554,-0.10282068,-0.27796063,0.24339741,-0.36874777,0.028199382,-0.8966625
32143740191,Right,IndexIntermediate,-0.074395716,-0.11953992,-0.30247825,0.5219083,-0.35942104,-0.18947507,-0.750076
32143740191,Right,IndexDistal,-0.0826607,-0.14177933,-0.30724338,0.6523199,-0.27334094,-0.18049729,-0.68377984
32143740191,Right,IndexTip,-0.084780656,-0.156885,-0.3072414,0.6523199,-0.27334094,-0.18049729,-0.68377984
32143740191,Right,MiddleMetacarpal,0.0008844799,-0.14377594,-0.26098138,0.25891143,0.40753564,-0.25483072,0.83781916
32143740191,Right,MiddleProximal,-0.03140966,-0.10616969,-0.2922693,0.273669,-0.37386578,0.078577355,-0.8827094
32143740191,Right,MiddleIntermediate,-0.063167,-0.12533897,-0.31804675,0.66524184,-0.3733277,-0.12136306,-0.6352032
32143740191,Right,MiddleDistal,-0.07161238,-0.15058392,-0.31363156,0.80984,-0.27944875,-0.13357627,-0.49889868
